순위,도서명,상세링크,저자,출판사,출판일,판매가,정가,판매지수,평점,리뷰수,책소개
302,MS 365의 모든 것,https://www.yes24.com/product/goods/149371895,"이상민, 김홍순, 강현욱",리더북스,2025년 07월,"16,200","18,000","2,322",10.0,8,
303,회사에서 바로 통하는 실무 엑셀 데이터 활용+분석,https://www.yes24.com/product/goods/149370133,"김경자, 송선영",한빛미디어,2025년 07월,"23,400","26,000","1,956",9.9,27,
304,"스포츠, AI와 동행하다",https://www.yes24.com/product/goods/148919900,"크리스 브래디, 카를 튈스, 샤예간 오미드샤피예, 박재현, 이태구, 정보 더 보기/감추기, 크리스 브래디, 카를 튈스, 샤예간 오미드샤피예, 박재현, 이태구, 구멍가게 코딩단",성안당,2025년 07월,"18,000","20,000","1,884",9.8,13,
305,게임 UI 디자인 교과서,https://www.yes24.com/product/goods/147561128,"이은정, 김범석",길벗캠퍼스,2025년 06월,"33,000","33,000",558,10.0,1,
306,처음이야? 파이썬 기초,https://www.yes24.com/product/goods/147103661,"윤영빈, 오환, 이용희",영진닷컴,2025년 06월,"18,000","20,000","2,472",10.0,9,
307,디자인 감각 제대로 키우는 법,https://www.yes24.com/product/goods/145572152,"가마타 다카시, 김현미",시프트,2025년 05월,"17,100","19,000","2,304",9.6,10,
308,현직 교사가 만든 업무자동화를 원하는 교사를 위한 찐 실전 챗GPT GPTs·미조우·제미나이 - 챗봇 만들기 생성형 AI 챗봇으로 수업 업무 박살 내기!,https://www.yes24.com/product/goods/145383562,"김요섭, 허영주, 조래정, 정재우",광문각출판미디어,2025년 04월,"15,000","15,000","2,754",9.9,35,
309,도덕적인 AI,https://www.yes24.com/product/goods/141746357,"월터 시넛 암스트롱, 재나 셰익 보그, 빈센트 코니처, 박초월",김영사,2025년 01월,"19,800","22,000","4,734",9.8,13,
310,150분이면 충분한 중고등학교 기초 수학,https://www.yes24.com/product/goods/140411525,"요네다 마사타카, 손민규",제이펍,2025년 01월,"18,000","20,000","1,890",9.6,43,
311,만들면서 배우는 아두이노와 40개의 작품들,https://www.yes24.com/product/goods/140084477,장문철,앤써북,2024년 12월,"22,950","25,500","1,884",10.0,3,
312,고작 다섯 명이 한 말을 어떻게 믿어요?,https://www.yes24.com/product/goods/139893349,송라영,한빛미디어,2024년 12월,"20,700","23,000",528,10.0,24,
313,누구나 아는 나만 모르는 엑셀,https://www.yes24.com/product/goods/139798543,이성원,한빛미디어,2024년 11월,"15,300","17,000","6,216",9.7,37,
314,혁펜하임의 Easy! 딥러닝,https://www.yes24.com/product/goods/139734696,혁펜하임,북엔드,2024년 11월,"31,500","35,000","3,180",9.9,36,
315,머신비전 비밀노트,https://www.yes24.com/product/goods/135818136,㈜앤비젼,바른북스,2024년 10월,"21,600","24,000","1,278",,,
316,이게 되네? 업무 자동화 미친 활용 앱스 스크립트 with 챗GPT,https://www.yes24.com/product/goods/135722461,서휘승,골든래빗,2024년 11월,"28,800","32,000","2,310",10.0,3,
317,밑바닥부터 시작하는 딥러닝 5,https://www.yes24.com/product/goods/134648807,"사이토 고키, 개앞맵시",한빛미디어,2024년 10월,"29,700","33,000","2,028",9.7,20,
318,아무도 알려 주지 않는 PM 필수 지식,https://www.yes24.com/product/goods/133873594,최선신,영진닷컴,2024년 10월,"19,800","22,000","1,230",10.0,21,
319,20가지 템플릿으로 배우는 노션 Notion,https://www.yes24.com/product/goods/133337416,전시진,시프트,2024년 10월,"18,000","20,000","3,390",9.7,370,
320,그림과 실습으로 배우는 깃 & 깃허브 입문,https://www.yes24.com/product/goods/133290567,한재원,위키북스,2024년 09월,"24,300","27,000",792,10.0,5,
321,NEW 우당탕탕 한글 2020/2022로 문서만들기,https://www.yes24.com/product/goods/132412221,교재개발팀,마린북스,2024년 08월,"12,600","14,000","2,598",10.0,1,
322,AI를 위한 필수 수학,https://www.yes24.com/product/goods/130156635,"할라 넬슨, 안민재",한빛미디어,2024년 08월,"40,500","45,000","2,484",9.5,12,
323,코파일럿+엑셀 업무자동화 정석,https://www.yes24.com/product/goods/129445293,권현욱,디지털북스,2024년 08월,"19,800","22,000",720,9.0,4,
324,LLM을 활용한 실전 AI 애플리케이션 개발,https://www.yes24.com/product/goods/129081594,"허정준, 정진호, 박재호",책만,2024년 07월,"28,800","32,000","3,984",9.3,31,
325,무작정 따라하기 엑셀 파워포인트 워드+한글,https://www.yes24.com/product/goods/128193122,"박미정, 박은진",길벗,2024년 07월,"22,500","25,000","1,470",9.1,7,
326,개발자를 위한 필수 수학,https://www.yes24.com/product/goods/126804246,"토머스 닐드, 박해선",한빛미디어,2024년 06월,"27,000","30,000","3,480",9.7,37,
327,게임 시나리오 기획자를 위한 안내서,https://www.yes24.com/product/goods/126691841,양정윤,에이콘출판사,2024년 05월,"23,400","26,000","1,212",10.0,9,
328,"일잘러의 비밀, 구글 스프레드시트 제대로 파헤치기",https://www.yes24.com/product/goods/126643792,강남석,한빛미디어,2024년 06월,"25,200","28,000","2,520",9.8,61,
329,다시 꺼내는 아이패드 Re:드로잉 with 프로크리에이트,https://www.yes24.com/product/goods/126527639,금손햄찌,앤제이BOOKS,2024년 06월,"20,700","23,000",726,10.0,10,
330,기계는 어떻게 생각하는가? (리커버판),https://www.yes24.com/product/goods/126330334,"숀 게리시, 이수겸",이지스퍼블리싱,2024년 05월,"16,200","18,000","1,038",9.4,28,
331,이모티콘 작가 되기 with 프로크리에이트,https://www.yes24.com/product/goods/126202247,박재이,리얼북스,2024년 05월,"15,120","16,800","2,706",9.5,13,
332,그림으로 이해하는 알고리즘,https://www.yes24.com/product/goods/126181068,"이시다 모리테루, 미야자키 슈이치, 이동규",길벗,2024년 04월,"19,800","22,000","1,524",10.0,13,
333,DSLR&미러리스 사진&영상 촬영백과,https://www.yes24.com/product/goods/126112113,김용만,성안당,2024년 04월,"34,200","38,000",888,10.0,10,
334,된다! 김메주의 유튜브 채널&영상 만들기,https://www.yes24.com/product/goods/125692722,김혜주,이지스퍼블리싱,2024년 04월,"17,100","19,000","7,572",9.7,33,
335,생성형 인공지능과 함께하는 사회정서학습,https://www.yes24.com/product/goods/125137664,"박찬, 김병석, 전은경, 전수연, 강윤진, 정보 더 보기/감추기, 박찬, 김병석, 전은경, 전수연, 강윤진, 김지용",다빈치books,2024년 03월,"19,800","22,000","1,734",10.0,2,
336,"디자인, 이것만 알면 쉬워져요 with 63가지 LESSON",https://www.yes24.com/product/goods/125101568,"요네쿠라 아키오, 이쿠타 신이치, 아오야나기 치사토, 최재원",책만,2024년 02월,"18,000","20,000","1,419",9.8,19,
337,된다! 책 만들기 with 인디자인,https://www.yes24.com/product/goods/122560579,김혜린,이지스퍼블리싱,2023년 09월,"19,800","22,000","1,494",9.9,14,
338,그림으로 이해하는 네트워크 구조와 기술,https://www.yes24.com/product/goods/120241473,"나카오 신지, 김성훈",길벗,2023년 07월,"19,800","22,000","2,208",9.6,17,
339,린 스타트업 (10주년 기념판),https://www.yes24.com/product/goods/119267145,"애시 모리아, 권혜정",한빛미디어,2023년 06월,"21,600","24,000","3,234",9.8,34,
340,파이썬 코딩 도장,https://www.yes24.com/product/goods/116924336,남재윤,길벗,2023년 01월,"27,000","30,000","2,184",9.8,35,
341,C언어 Express,https://www.yes24.com/product/goods/116777159,천인국,생능출판사,2023년 01월,"32,000","32,000","7,740",9.5,12,
342,포켓몬스터 레츠고! 피카츄ㆍ레츠고! 이브이 속성클리어모험가이드,https://www.yes24.com/product/goods/116431437,,학산문화사(단행본),2022년 11월,"10,800","12,000",480,10.0,3,
343,마인크래프트 서바이벌 핸드북,https://www.yes24.com/product/goods/116208355,"Mojang Studio, 이주안",영진닷컴,2022년 12월,"10,800","12,000","1,002",9.6,9,
344,마인크래프트 레드스톤 핸드북,https://www.yes24.com/product/goods/116208304,"Mojang Studio, 이주안",영진닷컴,2022년 12월,"10,800","12,000","1,398",9.7,6,
345,코딩 자율학습 HTML + CSS + 자바스크립트,https://www.yes24.com/product/goods/108748709,김기수,길벗,2022년 04월,"24,300","27,000","5,550",9.8,196,
346,된다! 사각사각 아이패드 드로잉 with 프로크리에이트,https://www.yes24.com/product/goods/102101600,"레이나, 임예진, 캘리스마인드",이지스퍼블리싱,2021년 06월,"21,600","24,000",324,9.7,39,
347,데이터 과학을 위한 통계,https://www.yes24.com/product/goods/99942893,"피터 브루스, 앤드루 브루스, 피터 게데크, 이준용",한빛미디어,2021년 05월,"30,600","34,000","1,122",9.5,19,
348,수학대백과사전,https://www.yes24.com/product/goods/96375165,"구라모토 다카후미, 린커넥터",동양북스(동양books),2020년 12월,"16,200","18,000","1,425",9.3,30,
349,최강 브롤러 전략 가이드북,https://www.yes24.com/product/goods/89308097,제이슨 리치,서울문화사,2020년 02월,"14,220","15,800","1,092",9.3,38,
350,그림으로 배우는 네트워크 원리,https://www.yes24.com/product/goods/88244509,"Gene, 김성훈",영진닷컴,2020년 02월,"14,400","16,000",858,9.2,17,
351,된다! 7일 실무 엑셀,https://www.yes24.com/product/goods/76182394,한정희,이지스퍼블리싱,2019년 07월,"18,000","20,000","3,570",9.8,100,
352,함께 자라기,https://www.yes24.com/product/goods/67350256,김창준,인사이트(insight),2018년 11월,"11,700","13,000","2,538",9.3,61,
353,모두의 파이썬,https://www.yes24.com/product/goods/66531799,이승찬,길벗,2018년 10월,"10,800","12,000","2,670",9.7,50,
354,게임 프로그래밍 패턴,https://www.yes24.com/product/goods/27767709,"로버트 나이스트롬, 박일",한빛미디어,2016년 06월,"31,500","35,000","1,152",9.3,21,
355,Effective C++ 이펙티브 C++,https://www.yes24.com/product/goods/17525589,"스콧 마이어스, 곽용재",프로텍미디어,2015년 03월,"26,000","26,000","1,368",9.1,16,
356,Clean Code 클린 코드,https://www.yes24.com/product/goods/11681152,"로버트 C. 마틴, 박재호, 이해영",인사이트(insight),2013년 12월,"29,700","33,000","4,557",9.5,101,
357,좋아 보이는 것들의 비밀 Good Design 굿 디자인,https://www.yes24.com/product/goods/6430831,최경원,길벗,2012년 03월,"19,800","22,000",942,9.5,26,
358,"디자인, 이렇게 하면 되나요? (최신 개정판)",https://www.yes24.com/product/goods/192090241,"오자와 하야토, 구수영",제이펍,2026년 06월,"19,620","21,800",288,10.0,5,
359,오렌지3 with 파이썬,https://www.yes24.com/product/goods/191890082,"김현철, 김종혜, 박종화, 임진숙",생능북스,2026년 06월,"28,800","32,000","1,191",9.7,6,
360,AI기본법이 뭐길래,https://www.yes24.com/product/goods/191817076,"노신정, 마작가",페스트북,2026년 06월,"15,300","17,000","1,419",,,
361,파이썬의 도구들,https://www.yes24.com/product/goods/191208982,정국진,영진닷컴,2026년 06월,"21,600","24,000",552,9.7,13,
362,AI 에이전트 개발과 운영 올인원 가이드,https://www.yes24.com/product/goods/190278636,"온다 미노루, 오쓰보 유, 쓰카다 마사키, 두발타고",제이펍,2026년 06월,"29,700","33,000",258,10.0,1,
363,처음 시작하는 바이브 코딩,https://www.yes24.com/product/goods/190272030,"사카이 마리코, KEITO, 고범석, 이한나",영진닷컴,2026년 06월,"18,000","20,000",660,9.8,29,
364,AI 에이전트 개발 완벽 입문,https://www.yes24.com/product/goods/186921504,"에디 유, 김대규, 조경아, 김현지",위키북스,2026년 04월,"37,800","42,000","3,225",9.4,23,
365,네이버 블로그 AI 자동화 마케팅 with 챗GPT+Zapier+Make,https://www.yes24.com/product/goods/145343581,조영빈,디지털북스,2025년 04월,"18,000","20,000","3,192",9.5,12,
366,나의 첫 노션 Notion 마스터북,https://www.yes24.com/product/goods/128724816,이유미,비즈니스북스,2024년 07월,"17,550","19,500","1,428",9.7,54,
367,혼자 공부하는 자바스크립트,https://www.yes24.com/product/goods/96234546,윤인성,한빛미디어,2021년 01월,"21,600","24,000","1,080",9.6,38,
368,게임 플레이북 어드벤처&슈팅,https://www.yes24.com/product/goods/193816813,"김정윤, 김은정, 박형준, 이소진",열린책빵,2026년 07월,"10,800","12,000",180,,,
369,왜 내가 쓰는 AI만 멍청해 보일까?,https://www.yes24.com/product/goods/193816812,이한빛,생능북스,2026년 07월,"15,120","16,800",240,,,
370,게임 플레이북 액션&퍼즐,https://www.yes24.com/product/goods/193814873,"이소진, 박형준, 김은정, 김정윤",열린책빵,2026년 07월,"10,800","12,000",180,,,
371,대치동 엄마들도 모르는 AI 활용법 1,https://www.yes24.com/product/goods/193689689,"박찬두, 배은영(밸라쌤), 조현주, 오지성, 도윤서, 정보 더 보기/감추기, 박찬두, 배은영(밸라쌤), 조현주, 오지성, 도윤서, 한금화, 김찬곤, 이정화, 이종구",디지털콘텐츠그룹,2026년 07월,"19,800","22,000",120,,,
372,나는 AI 에이전트 팀과 일한다,https://www.yes24.com/product/goods/193592364,박현아,제이펍,2026년 07월,"23,400","26,000",120,,,
373,SAP ABAP 이야기 1 - Home 서버 설치 및 ABAP 입문,https://www.yes24.com/product/goods/193406835,김병순,BOOKK(부크크),2026년 07월,"28,000","28,000",120,,,
374,무조건 승인되는 이모티콘 & 굿즈 만들기,https://www.yes24.com/product/goods/193188006,백지수,시대인,2026년 07월,"16,200","18,000",180,,,
375,고등학생을 위한 실습으로 배우는 데이터 과학,https://www.yes24.com/product/goods/193181272,"윤태현, 나소영",삼양미디어,2026년 07월,"22,500","25,000",480,10.0,1,
376,Physical AI 지능제어 입문,https://www.yes24.com/product/goods/193072395,박연묵,교우,2026년 07월,"20,000","20,000",204,,,
377,AI와 사회정서학습,https://www.yes24.com/product/goods/193051840,최철웅,커뮤니케이션북스,2026년 07월,"12,000","12,000",120,,,
378,인간지능 : AI의 협업과 소버린 AI,https://www.yes24.com/product/goods/193051838,"이헌구, 이동일",커뮤니케이션북스,2026년 07월,"12,000","12,000",120,,,
379,AWS 교과서,https://www.yes24.com/product/goods/192731324,"서종호, 김원일, 김석필",길벗,2026년 07월,"34,200","38,000",498,10.0,3,
380,AI도 모르는 글쓰기: 초안을 완성으로 바꾸는 AI 협업 글쓰기,https://www.yes24.com/product/goods/192630667,정나래,한빛미디어,2026년 06월,"19,800","22,000","1,002",9.9,34,
381,공간 컴퓨팅: XR 인터랙션 디자인,https://www.yes24.com/product/goods/192123866,박동윤,에이콘출판사,2026년 06월,"30,600","34,000",456,,,
382,AI 3D 모델링,https://www.yes24.com/product/goods/190997764,양영민,비엘북스,2026년 06월,"22,500","25,000","1,212",,,
383,퇴근을 앞당기는 AI 업무 활용 루틴,https://www.yes24.com/product/goods/190823476,오언주,시대인,2026년 06월,"17,100","19,000","1,239",10.0,10,
384,청소년을 위한 바로 써먹는 필수 AI 활용법,https://www.yes24.com/product/goods/190365713,김환,알파에듀,2026년 06월,"15,120","16,800","1,383",10.0,16,
385,이것이 멀티 에이전트다,https://www.yes24.com/product/goods/190213684,서지영,한빛미디어,2026년 06월,"31,500","35,000",660,9.4,10,
386,한 권으로 끝내는 AI 자동화,https://www.yes24.com/product/goods/190213378,"최재용, 이요셉, 이신우, 최금선, 박경희, 정보 더 보기/감추기, 최재용, 이요셉, 이신우, 최금선, 박경희, 유미경, 한주은, 오영주, 정은진, 김진수",두온교육(주),2026년 05월,"19,800","22,000",516,10.0,5,
387,기업 AI자동화를 위한 클로드 AI활용,https://www.yes24.com/product/goods/190211456,"최재용, 박경희, 신진주, 임기정, 권혁용, 정보 더 보기/감추기, 최재용, 박경희, 신진주, 임기정, 권혁용, 김진수, 최동진, 김진선",미디어북,2026년 05월,"20,000","20,000",390,,,
388,트랜스포머 아키텍처로 배우는 AI 에이전트 with 랭체인 & 랭그래프,https://www.yes24.com/product/goods/189759363,장철원,한빛미디어,2026년 05월,"35,100","39,000",636,9.3,3,
389,LLMOps 완벽 가이드,https://www.yes24.com/product/goods/189753516,"아비 아리안, 박조은, 박주환",한빛미디어,2026년 05월,"28,800","32,000",984,8.4,5,
390,바이브코딩으로 진짜 웹 서비스 하나를 끝까지 만든다!,https://www.yes24.com/product/goods/189663337,"이상용, 정동진",앤써북,2026년 05월,"16,920","18,800",552,,,
391,"3주 완성 초등 AI 웹툰 With 투닝, 망고툰",https://www.yes24.com/product/goods/189360735,한송이,서사원주니어,2026년 05월,"18,000","20,000","1,830",10.0,40,
392,나는 왜 개발자 말이 어려울까?,https://www.yes24.com/product/goods/189212974,이프로,경이로움,2026년 05월,"19,800","22,000",558,10.0,2,
393,Do it! 바이브 코딩 + 안티그래비티,https://www.yes24.com/product/goods/189188156,조준수,이지스퍼블리싱,2026년 05월,"21,600","24,000","1,506",9.9,16,
394,중국 휴머노이드 로봇,https://www.yes24.com/product/goods/188189600,김종문,다빈치books,2026년 05월,"19,800","22,000",852,10.0,7,
395,몰입을 설계하는 게임 기획,https://www.yes24.com/product/goods/187043716,"쉬웨이훙, 권유라",제이펍,2026년 04월,"25,200","28,000",876,,,
396,퇴근이 빨라지는 제미나이 & 노트북LM 업무 자동화 정석 엑셀 X AI,https://www.yes24.com/product/goods/187039263,권현욱,디지털북스,2026년 04월,"19,800","22,000","2,718",10.0,6,
397,그림으로 이해하는 AWS 구조와 기술,https://www.yes24.com/product/goods/186524948,"오가사와라 시게타카, 박광수",길벗,2026년 04월,"23,400","26,000","1,206",9.2,44,
398,코지마 히데오의 게임론,https://www.yes24.com/product/goods/185767661,"브라이언 히카리 하츠하임, 문성호",AK(에이케이 커뮤니케이션즈),2026년 04월,"20,710","21,800",360,9.8,9,
399,F1 용어집 1211,https://www.yes24.com/product/goods/185717805,윤재수,골든래빗,2026년 04월,"60,000","60,000",516,10.0,2,
400,혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 미리캔버스,https://www.yes24.com/product/goods/185639310,"김태훈, 손민지, 유수근",한빛미디어,2026년 04월,"20,700","23,000",720,10.0,69,
401,AI로 만드는 노래와 뮤직비디오,https://www.yes24.com/product/goods/184478218,전진규,시대인,2026년 04월,"12,600","14,000",396,9.8,13,
402,AI 프로덕트는 어떻게 만들어지는가,https://www.yes24.com/product/goods/184402508,"류인태, 김예림, 임나정",한빛미디어,2026년 04월,"22,500","25,000","1,092",8.9,9,
403,젠스파크 Genspark AI 콘텐츠 공장,https://www.yes24.com/product/goods/184283938,조영빈,디지털북스,2026년 04월,"18,000","20,000",618,8.0,2,
404,앗싸 나도 되네! 오늘부터 바로 써먹는 AI 보험영업 활용법,https://www.yes24.com/product/goods/183756523,조대수,재노북스,2026년 03월,"25,200","28,000","2,532",10.0,1,
405,누구나 쉽게 배우는 영상 편집 with 캡컷 PC 버전,https://www.yes24.com/product/goods/183753179,김수진,아티오,2026년 04월,"12,600","14,000",582,,,
406,맛있는 디자인 프리미어 프로 CC 2026,https://www.yes24.com/product/goods/183747150,"심수진, 윤성우",한빛미디어,2026년 04월,"24,300","27,000","1,032",9.8,36,
407,네이버 블로그 첫걸음,https://www.yes24.com/product/goods/183706883,전진수,혜지원,2026년 03월,"15,300","17,000",936,9.8,9,
408,"어쨌든, 에이전틱 코딩",https://www.yes24.com/product/goods/183651449,"코다프레스, 양희은",인사이트(insight),2026년 04월,"22,500","25,000","1,800",8.0,2,
409,스프링 AI 인 액션,https://www.yes24.com/product/goods/183640934,"크레이그 월즈, 류광, 307번역랩",위키북스,2026년 04월,"28,800","32,000",594,,,
410,이것이 리눅스다 with Rocky Linux 10,https://www.yes24.com/product/goods/182750165,우재남,한빛미디어,2026년 03월,"36,000","40,000","1,296",9.8,12,
411,Logic Pro 로직 프로 12,https://www.yes24.com/product/goods/182625671,최이진,노하우(도서출판),2026년 04월,"29,700","33,000",702,,,
412,학업과 취업을 위한 제미나이 노트북LM으로 무엇이든 만들 수 있다,https://www.yes24.com/product/goods/182526149,"전다희, 황우현",광문각출판미디어,2026년 02월,"22,000","22,000",630,9.6,15,
413,SQL TUNER for PostgreSQL,https://www.yes24.com/product/goods/180515096,유일환,디비안(DBian),2026년 03월,"39,000","39,000",834,,,
414,AI 중심 대학,https://www.yes24.com/product/goods/180489490,장준호,연암사,2026년 03월,"17,010","18,900","1,551",10.0,8,
415,파이토치로 배우는 LLM & AI,https://www.yes24.com/product/goods/180488781,"로런스 모로니, 박해선",한빛미디어,2026년 03월,"32,400","36,000","1,560",10.0,3,
416,AI 워커스: 리디자인,https://www.yes24.com/product/goods/180386716,김아람,스마트북스,2026년 03월,"22,500","25,000","1,272",10.0,5,
417,한 입 크기로 잘라 먹는 리액트,https://www.yes24.com/product/goods/179604283,이정환,인사이트(insight),2026년 02월,"29,700","33,000",534,10.0,1,
418,지속 가능한 프런트엔드 엔지니어링,https://www.yes24.com/product/goods/179587739,이문기,위키북스,2026년 02월,"25,200","28,000",618,,,
419,누구나 아는 나만 모르는 챗GPT(개정판) : 세상에서 가장 쉬운 챗GPT & AI 입문서,https://www.yes24.com/product/goods/177894447,이성원,한빛미디어,2026년 02월,"17,100","19,000","4,380",9.6,33,
420,교실로 온 ON 제미나이,https://www.yes24.com/product/goods/177808924,"박찬, 김병석, 전수연, 김지용, 구현희, 정보 더 보기/감추기, 박찬, 김병석, 전수연, 김지용, 구현희, 전채원, 홍찬우, 임채원",다빈치books,2026년 03월,"19,800","22,000","3,750",10.0,13,
421,나노바나나로 AI툰 제작하기,https://www.yes24.com/product/goods/177114666,김한재,비엘북스,2026년 02월,"28,800","32,000","2,016",10.0,14,
422,처음이지만 프로처럼 쓰는 캔바 (Canva),https://www.yes24.com/product/goods/177077802,정다은(시재),디지털북스,2026년 03월,"27,000","30,000","1,224",10.0,1,
423,바로 배워 바로 쓰는 챗봇 수업디자인 A~Z,https://www.yes24.com/product/goods/175490511,"김은현, 박소현, 백진희, 이서연, 이유진, 정보 더 보기/감추기, 김은현, 박소현, 백진희, 이서연, 이유진, 이효진, 정은서",앤써북,2026년 01월,"21,600","24,000",942,10.0,9,
424,제대로 알고 쓰는 논문 통계분석 with 파이썬&머신러닝,https://www.yes24.com/product/goods/175122536,노경섭,한빛아카데미,2026년 01월,"38,000","38,000",282,,,
425,심리상담과 AI의 융합,https://www.yes24.com/product/goods/175110073,이혜숙,커뮤니케이션북스,2026년 01월,"12,000","12,000",552,,,
426,AI 투자 버블이 온다,https://www.yes24.com/product/goods/174965851,"클라우디아 로드니, Dalgas Lab",글로벌콘텐츠,2026년 01월,"22,500","25,000",732,9.8,16,
427,왕초보 시니어도 쉽게 따라 하는 챗GPT 사용법,https://www.yes24.com/product/goods/174707316,"곽민철, 정희철",생능북스,2026년 01월,"15,120","16,800","2,142",9.8,40,
428,처음 배우는 유니티 6 2D 게임 만들기,https://www.yes24.com/product/goods/174184626,고정운,시대인,2026년 01월,"43,200","48,000",948,9.8,11,
429,"API부터 메시징까지, 실무 백엔드 개발자가 알아야 할 5가지 핵심 원리",https://www.yes24.com/product/goods/173934664,김준서,콩콩 컴퍼니,2025년 12월,"19,500","19,500",144,,,
430,포토샵+일러스트레이터 CC 2026 무작정 따라하기,https://www.yes24.com/product/goods/170998602,"문수민, 민지영, 앤미디어, 전은재",길벗,2026년 01월,"23,400","26,000","3,138",9.8,62,
431,LLM을 위한 프롬프트 엔지니어링,https://www.yes24.com/product/goods/170504549,"존 베리먼, 앨버트 지글러, 김정인",제이펍,2026년 01월,"25,200","28,000","2,658",9.7,7,
432,컴퓨팅 사고와 정보과학 : 2025년도 기출문제집(중·고등학생용),https://www.yes24.com/product/goods/168654454,한국비버챌린지 (Bebras Korea),생능출판사,2025년 12월,"13,500","15,000","1,827",10.0,4,
433,AI와 음악 교육,https://www.yes24.com/product/goods/168635560,윤관기,커뮤니케이션북스,2025년 12월,"12,000","12,000",222,,,
434,AI 잘 쓰는 디자이너,https://www.yes24.com/product/goods/168263935,전하린,이지스퍼블리싱,2025년 12월,"18,900","21,000","2,802",10.0,11,
435,소프트웨어 아키텍처 The Basics,https://www.yes24.com/product/goods/167431026,"마크 리처즈, 닐 포드, 류광, 307번역랩",한빛미디어,2025년 11월,"38,700","43,000","1,992",9.9,15,
436,파이썬으로 시작하는 인공지능 기초 수업,https://www.yes24.com/product/goods/167430900,"채상미, 우범윤, 이준용",길벗,2025년 11월,"22,500","25,000","2,538",2.0,1,
437,일 잘하는 엔지니어의 생각 기법,https://www.yes24.com/product/goods/167405152,"캐리 밀샙, 장현희",책만,2025년 11월,"22,500","25,000","6,096",9.7,13,
438,C# 스크립트를 활용한 유니티 6 개발,https://www.yes24.com/product/goods/166394010,"렘 애퍼슨, 장세윤",에이콘출판사,2025년 11월,"37,800","42,000",672,6.4,5,
439,그림으로 이해하는 챗GPT 구조와 기술,https://www.yes24.com/product/goods/162116171,"나카타니 슈요, 박광수",길벗,2025년 11월,"21,600","24,000","1,485",9.9,19,
440,바이브 코딩,https://www.yes24.com/product/goods/161924116,이석현,아이콕스(iCox),2025년 11월,"24,300","27,000","1,344",,,
441,PLAY! SOLIDWORKS 2026 ASSEM&DRAW BASIC,https://www.yes24.com/product/goods/161614247,원동현,청담북스,2025년 10월,"19,000","20,000",360,,,
442,PLAY! SOLIDWORKS 2026 PART BASIC,https://www.yes24.com/product/goods/161611894,원동현,청담북스,2025년 10월,"20,900","22,000",540,,,
443,"챗GPT, 저는 이렇게 쓰고 있어요",https://www.yes24.com/product/goods/160131631,최소영,길벗,2025년 11월,"16,920","18,800","4,476",9.9,40,
444,똑똑한 파이썬,https://www.yes24.com/product/goods/159376881,"황재호, 황예린",인포앤북,2025년 11월,"19,800","22,000","2,622",9.8,8,
445,가장 상세한 엑셀 함수 대백과,https://www.yes24.com/product/goods/159171284,"쿠니모토 아츠코, 류승우",영진닷컴,2025년 10월,"25,200","28,000","1,776",10.0,22,
446,실무에 바로 쓰는 일잘러의 챗GPT 프롬프트 74가지,https://www.yes24.com/product/goods/159060578,이석현,제이펍,2025년 10월,"19,800","22,000","2,574",10.0,49,
447,유니티 교과서,https://www.yes24.com/product/goods/158708037,"김은철, 기타무라 마나미, 유세라",길벗,2025년 10월,"29,700","33,000","3,219",9.6,5,
448,스케치업 2025 with Ruby+Twinmotion,https://www.yes24.com/product/goods/157774663,황두환,시대인,2025년 10월,"25,200","28,000",972,9.8,13,
449,된다! 네이버 스마트스토어,https://www.yes24.com/product/goods/154288390,이경근,이지스퍼블리싱,2025년 10월,"21,600","24,000","3,528",10.0,10,
450,Do it! 커서로 시작하는 AI 코딩 입문,https://www.yes24.com/product/goods/154286556,고경희,이지스퍼블리싱,2025년 09월,"20,700","23,000","4,338",9.9,20,
451,"돈 되는 AI, 어디서부터 무엇을 어떻게 해야 할까",https://www.yes24.com/product/goods/154254878,장동인,리코멘드,2025년 09월,"22,500","25,000","4,458",9.7,7,
452,요즘 개발자를 위한 시스템 설계 수업,https://www.yes24.com/product/goods/154159841,"디렌드라 신하, 테자스 초프라, 양문규",길벗,2025년 09월,"31,500","35,000","6,504",9.7,19,
453,마인크래프트 RPG 만들기,https://www.yes24.com/product/goods/154102499,우마공 운영진,영진닷컴,2025년 09월,"17,820","19,800","1,158",10.0,11,
454,데이터 시각화와 탐색 with POWER BI 3rd,https://www.yes24.com/product/goods/152443479,"마경근, 서주란",영진닷컴,2025년 09월,"27,000","30,000","2,472",10.0,13,
455,정지훈의 양자 컴퓨터 강의,https://www.yes24.com/product/goods/151789405,정지훈,한빛미디어,2025년 08월,"21,600","24,000","12,582",9.5,23,
456,코딩 자율학습 리액트 프런트엔드 개발 입문,https://www.yes24.com/product/goods/151667493,김기수,길벗,2025년 09월,"37,800","42,000","2,604",9.9,21,
457,챗GPT와 엑셀로 만드는 주식 & 암호화폐 자동매매 시스템,https://www.yes24.com/product/goods/151170115,설근민,제이펍,2025년 08월,"22,500","25,000","2,556",9.8,9,
458,회사에서 바로 통하는 오토캐드 AutoCAD 2026,https://www.yes24.com/product/goods/151041605,심미현,한빛미디어,2025년 08월,"26,100","29,000","2,742",9.7,19,
